row,column,piece_type,piece_fraction,center_x_in,center_y_in,visible_x_in,visible_y_in,color,sku
1,1,edge_cut,0.092921,-0.109375,-0.195430,0.159676,0.113292,White,
1,2,edge_cut,0.274336,0.953125,-0.195430,0.953125,0.133406,White,
1,3,edge_cut,0.274336,2.015625,-0.195430,2.015625,0.133406,White,
1,4,edge_cut,0.274336,3.078125,-0.195430,3.078125,0.133406,White,
1,5,edge_cut,0.274336,4.140625,-0.195430,4.140625,0.133406,White,
1,6,edge_cut,0.274336,5.203125,-0.195430,5.203125,0.133406,White,
1,7,edge_cut,0.274336,6.265625,-0.195430,6.265625,0.133406,White,
1,8,edge_cut,0.274336,7.328125,-0.195430,7.328125,0.133406,White,
1,9,edge_cut,0.274336,8.390625,-0.195430,8.390625,0.133406,White,
1,10,edge_cut,0.274336,9.453125,-0.195430,9.453125,0.133406,White,
1,11,edge_cut,0.274336,10.515625,-0.195430,10.515625,0.133406,White,
1,12,edge_cut,0.274336,11.578125,-0.195430,11.578125,0.133406,White,
1,13,edge_cut,0.274336,12.640625,-0.195430,12.640625,0.133406,White,
1,14,edge_cut,0.274336,13.703125,-0.195430,13.703125,0.133406,White,
1,15,edge_cut,0.274336,14.765625,-0.195430,14.765625,0.133406,White,
1,16,edge_cut,0.274336,15.828125,-0.195430,15.828125,0.133406,White,
1,17,edge_cut,0.274336,16.890625,-0.195430,16.890625,0.133406,White,
1,18,edge_cut,0.274336,17.953125,-0.195430,17.953125,0.133406,White,
1,19,edge_cut,0.274336,19.015625,-0.195430,19.015625,0.133406,White,
1,20,edge_cut,0.274336,20.078125,-0.195430,20.078125,0.133406,White,
1,21,edge_cut,0.274336,21.140625,-0.195430,21.140625,0.133406,White,
1,22,edge_cut,0.274336,22.203125,-0.195430,22.203125,0.133406,White,
1,23,edge_cut,0.274336,23.265625,-0.195430,23.265625,0.133406,White,
1,24,edge_cut,0.274336,24.328125,-0.195430,24.328125,0.133406,White,
1,25,edge_cut,0.274336,25.390625,-0.195430,25.390625,0.133406,White,
1,26,edge_cut,0.274336,26.453125,-0.195430,26.453125,0.133406,White,
1,27,edge_cut,0.274336,27.515625,-0.195430,27.515625,0.133406,White,
1,28,edge_cut,0.274336,28.578125,-0.195430,28.578125,0.133406,White,
1,29,edge_cut,0.274336,29.640625,-0.195430,29.640625,0.133406,White,
1,30,edge_cut,0.274336,30.703125,-0.195430,30.703125,0.133406,White,
1,31,edge_cut,0.274336,31.765625,-0.195430,31.765625,0.133406,White,
1,32,edge_cut,0.274336,32.828125,-0.195430,32.828125,0.133406,White,
1,33,edge_cut,0.274336,33.890625,-0.195430,33.890625,0.133406,White,
1,34,edge_cut,0.274336,34.953125,-0.195430,34.953125,0.133406,White,
1,35,edge_cut,0.274336,36.015625,-0.195430,36.015625,0.133406,White,
1,36,edge_cut,0.274336,37.078125,-0.195430,37.078125,0.133406,White,
1,37,edge_cut,0.274336,38.140625,-0.195430,38.140625,0.133406,White,
1,38,edge_cut,0.274336,39.203125,-0.195430,39.203125,0.133406,White,
1,39,edge_cut,0.274336,40.265625,-0.195430,40.265625,0.133406,White,
1,40,edge_cut,0.274336,41.328125,-0.195430,41.328125,0.133406,White,
1,41,edge_cut,0.274336,42.390625,-0.195430,42.390625,0.133406,White,
1,42,edge_cut,0.274336,43.453125,-0.195430,43.453125,0.133406,White,
1,43,edge_cut,0.274336,44.515625,-0.195430,44.515625,0.133406,White,
1,44,edge_cut,0.263890,45.578125,-0.195430,45.559979,0.136366,White,
2,1,edge_cut,0.943848,0.421875,0.724722,0.449241,0.724722,White,
2,2,full,1.000000,1.484375,0.724722,1.484375,0.724722,White,
2,3,full,1.000000,2.546875,0.724722,2.546875,0.724722,White,
2,4,full,1.000000,3.609375,0.724722,3.609375,0.724722,White,
2,5,full,1.000000,4.671875,0.724722,4.671875,0.724722,White,
2,6,full,1.000000,5.734375,0.724722,5.734375,0.724722,White,
2,7,full,1.000000,6.796875,0.724722,6.796875,0.724722,White,
2,8,full,1.000000,7.859375,0.724722,7.859375,0.724722,White,
2,9,full,1.000000,8.921875,0.724722,8.921875,0.724722,White,
2,10,full,1.000000,9.984375,0.724722,9.984375,0.724722,White,
2,11,full,1.000000,11.046875,0.724722,11.046875,0.724722,White,
2,12,full,1.000000,12.109375,0.724722,12.109375,0.724722,Black,
2,13,full,1.000000,13.171875,0.724722,13.171875,0.724722,Black,
2,14,full,1.000000,14.234375,0.724722,14.234375,0.724722,Black,
2,15,full,1.000000,15.296875,0.724722,15.296875,0.724722,Black,
2,16,full,1.000000,16.359375,0.724722,16.359375,0.724722,Black,
2,17,full,1.000000,17.421875,0.724722,17.421875,0.724722,Black,
2,18,full,1.000000,18.484375,0.724722,18.484375,0.724722,Black,
2,19,full,1.000000,19.546875,0.724722,19.546875,0.724722,Black,
2,20,full,1.000000,20.609375,0.724722,20.609375,0.724722,Black,
2,21,full,1.000000,21.671875,0.724722,21.671875,0.724722,Black,
2,22,full,1.000000,22.734375,0.724722,22.734375,0.724722,White,
2,23,full,1.000000,23.796875,0.724722,23.796875,0.724722,White,
2,24,full,1.000000,24.859375,0.724722,24.859375,0.724722,White,
2,25,full,1.000000,25.921875,0.724722,25.921875,0.724722,White,
2,26,full,1.000000,26.984375,0.724722,26.984375,0.724722,White,
2,27,full,1.000000,28.046875,0.724722,28.046875,0.724722,White,
2,28,full,1.000000,29.109375,0.724722,29.109375,0.724722,White,
2,29,full,1.000000,30.171875,0.724722,30.171875,0.724722,White,
2,30,full,1.000000,31.234375,0.724722,31.234375,0.724722,White,
2,31,full,1.000000,32.296875,0.724722,32.296875,0.724722,White,
2,32,full,1.000000,33.359375,0.724722,33.359375,0.724722,White,
2,33,full,1.000000,34.421875,0.724722,34.421875,0.724722,White,
2,34,full,1.000000,35.484375,0.724722,35.484375,0.724722,White,
2,35,full,1.000000,36.546875,0.724722,36.546875,0.724722,White,
2,36,full,1.000000,37.609375,0.724722,37.609375,0.724722,White,
2,37,full,1.000000,38.671875,0.724722,38.671875,0.724722,White,
2,38,full,1.000000,39.734375,0.724722,39.734375,0.724722,White,
2,39,full,1.000000,40.796875,0.724722,40.796875,0.724722,White,
2,40,full,1.000000,41.859375,0.724722,41.859375,0.724722,White,
2,41,full,1.000000,42.921875,0.724722,42.921875,0.724722,White,
2,42,full,1.000000,43.984375,0.724722,43.984375,0.724722,White,
2,43,full,1.000000,45.046875,0.724722,45.046875,0.724722,White,
2,44,edge_cut,0.362142,46.109375,0.724722,45.822975,0.724722,White,
3,1,edge_cut,0.362142,-0.109375,1.644874,0.177025,1.644874,White,
3,2,full,1.000000,0.953125,1.644874,0.953125,1.644874,White,
3,3,full,1.000000,2.015625,1.644874,2.015625,1.644874,White,
3,4,full,1.000000,3.078125,1.644874,3.078125,1.644874,White,
3,5,full,1.000000,4.140625,1.644874,4.140625,1.644874,White,
3,6,full,1.000000,5.203125,1.644874,5.203125,1.644874,White,
3,7,full,1.000000,6.265625,1.644874,6.265625,1.644874,White,
3,8,full,1.000000,7.328125,1.644874,7.328125,1.644874,White,
3,9,full,1.000000,8.390625,1.644874,8.390625,1.644874,White,
3,10,full,1.000000,9.453125,1.644874,9.453125,1.644874,White,
3,11,full,1.000000,10.515625,1.644874,10.515625,1.644874,White,
3,12,full,1.000000,11.578125,1.644874,11.578125,1.644874,Black,
3,13,full,1.000000,12.640625,1.644874,12.640625,1.644874,Black,
3,14,full,1.000000,13.703125,1.644874,13.703125,1.644874,Black,
3,15,full,1.000000,14.765625,1.644874,14.765625,1.644874,Black,
3,16,full,1.000000,15.828125,1.644874,15.828125,1.644874,Black,
3,17,full,1.000000,16.890625,1.644874,16.890625,1.644874,Black,
3,18,full,1.000000,17.953125,1.644874,17.953125,1.644874,Black,
3,19,full,1.000000,19.015625,1.644874,19.015625,1.644874,Black,
3,20,full,1.000000,20.078125,1.644874,20.078125,1.644874,Black,
3,21,full,1.000000,21.140625,1.644874,21.140625,1.644874,Black,
3,22,full,1.000000,22.203125,1.644874,22.203125,1.644874,Black,
3,23,full,1.000000,23.265625,1.644874,23.265625,1.644874,White,
3,24,full,1.000000,24.328125,1.644874,24.328125,1.644874,White,
3,25,full,1.000000,25.390625,1.644874,25.390625,1.644874,White,
3,26,full,1.000000,26.453125,1.644874,26.453125,1.644874,White,
3,27,full,1.000000,27.515625,1.644874,27.515625,1.644874,White,
3,28,full,1.000000,28.578125,1.644874,28.578125,1.644874,White,
3,29,full,1.000000,29.640625,1.644874,29.640625,1.644874,White,
3,30,full,1.000000,30.703125,1.644874,30.703125,1.644874,White,
3,31,full,1.000000,31.765625,1.644874,31.765625,1.644874,White,
3,32,full,1.000000,32.828125,1.644874,32.828125,1.644874,White,
3,33,full,1.000000,33.890625,1.644874,33.890625,1.644874,White,
3,34,full,1.000000,34.953125,1.644874,34.953125,1.644874,White,
3,35,full,1.000000,36.015625,1.644874,36.015625,1.644874,White,
3,36,full,1.000000,37.078125,1.644874,37.078125,1.644874,White,
3,37,full,1.000000,38.140625,1.644874,38.140625,1.644874,White,
3,38,full,1.000000,39.203125,1.644874,39.203125,1.644874,White,
3,39,full,1.000000,40.265625,1.644874,40.265625,1.644874,White,
3,40,full,1.000000,41.328125,1.644874,41.328125,1.644874,White,
3,41,full,1.000000,42.390625,1.644874,42.390625,1.644874,White,
3,42,full,1.000000,43.453125,1.644874,43.453125,1.644874,White,
3,43,full,1.000000,44.515625,1.644874,44.515625,1.644874,White,
3,44,edge_cut,0.943848,45.578125,1.644874,45.550759,1.644874,White,
4,1,edge_cut,0.943848,0.421875,2.565026,0.449241,2.565026,White,
4,2,full,1.000000,1.484375,2.565026,1.484375,2.565026,White,
4,3,full,1.000000,2.546875,2.565026,2.546875,2.565026,White,
4,4,full,1.000000,3.609375,2.565026,3.609375,2.565026,White,
4,5,full,1.000000,4.671875,2.565026,4.671875,2.565026,White,
4,6,full,1.000000,5.734375,2.565026,5.734375,2.565026,White,
4,7,full,1.000000,6.796875,2.565026,6.796875,2.565026,White,
4,8,full,1.000000,7.859375,2.565026,7.859375,2.565026,White,
4,9,full,1.000000,8.921875,2.565026,8.921875,2.565026,White,
4,10,full,1.000000,9.984375,2.565026,9.984375,2.565026,White,
4,11,full,1.000000,11.046875,2.565026,11.046875,2.565026,Black,
4,12,full,1.000000,12.109375,2.565026,12.109375,2.565026,Black,
4,13,full,1.000000,13.171875,2.565026,13.171875,2.565026,Black,
4,14,full,1.000000,14.234375,2.565026,14.234375,2.565026,White,
4,15,full,1.000000,15.296875,2.565026,15.296875,2.565026,Black,
4,16,full,1.000000,16.359375,2.565026,16.359375,2.565026,Black,
4,17,full,1.000000,17.421875,2.565026,17.421875,2.565026,Black,
4,18,full,1.000000,18.484375,2.565026,18.484375,2.565026,Black,
4,19,full,1.000000,19.546875,2.565026,19.546875,2.565026,Black,
4,20,full,1.000000,20.609375,2.565026,20.609375,2.565026,Black,
4,21,full,1.000000,21.671875,2.565026,21.671875,2.565026,Black,
4,22,full,1.000000,22.734375,2.565026,22.734375,2.565026,Black,
4,23,full,1.000000,23.796875,2.565026,23.796875,2.565026,White,
4,24,full,1.000000,24.859375,2.565026,24.859375,2.565026,White,
4,25,full,1.000000,25.921875,2.565026,25.921875,2.565026,White,
4,26,full,1.000000,26.984375,2.565026,26.984375,2.565026,White,
4,27,full,1.000000,28.046875,2.565026,28.046875,2.565026,White,
4,28,full,1.000000,29.109375,2.565026,29.109375,2.565026,White,
4,29,full,1.000000,30.171875,2.565026,30.171875,2.565026,Black,
4,30,full,1.000000,31.234375,2.565026,31.234375,2.565026,Black,
4,31,full,1.000000,32.296875,2.565026,32.296875,2.565026,Black,
4,32,full,1.000000,33.359375,2.565026,33.359375,2.565026,Black,
4,33,full,1.000000,34.421875,2.565026,34.421875,2.565026,Black,
4,34,full,1.000000,35.484375,2.565026,35.484375,2.565026,Black,
4,35,full,1.000000,36.546875,2.565026,36.546875,2.565026,White,
4,36,full,1.000000,37.609375,2.565026,37.609375,2.565026,White,
4,37,full,1.000000,38.671875,2.565026,38.671875,2.565026,White,
4,38,full,1.000000,39.734375,2.565026,39.734375,2.565026,White,
4,39,full,1.000000,40.796875,2.565026,40.796875,2.565026,White,
4,40,full,1.000000,41.859375,2.565026,41.859375,2.565026,White,
4,41,full,1.000000,42.921875,2.565026,42.921875,2.565026,White,
4,42,full,1.000000,43.984375,2.565026,43.984375,2.565026,White,
4,43,full,1.000000,45.046875,2.565026,45.046875,2.565026,White,
4,44,edge_cut,0.362142,46.109375,2.565026,45.822975,2.565026,White,
5,1,edge_cut,0.362142,-0.109375,3.485178,0.177025,3.485178,White,
5,2,full,1.000000,0.953125,3.485178,0.953125,3.485178,White,
5,3,full,1.000000,2.015625,3.485178,2.015625,3.485178,White,
5,4,full,1.000000,3.078125,3.485178,3.078125,3.485178,White,
5,5,full,1.000000,4.140625,3.485178,4.140625,3.485178,White,
5,6,full,1.000000,5.203125,3.485178,5.203125,3.485178,White,
5,7,full,1.000000,6.265625,3.485178,6.265625,3.485178,White,
5,8,full,1.000000,7.328125,3.485178,7.328125,3.485178,White,
5,9,full,1.000000,8.390625,3.485178,8.390625,3.485178,White,
5,10,full,1.000000,9.453125,3.485178,9.453125,3.485178,White,
5,11,full,1.000000,10.515625,3.485178,10.515625,3.485178,Black,
5,12,full,1.000000,11.578125,3.485178,11.578125,3.485178,Black,
5,13,full,1.000000,12.640625,3.485178,12.640625,3.485178,White,
5,14,full,1.000000,13.703125,3.485178,13.703125,3.485178,White,
5,15,full,1.000000,14.765625,3.485178,14.765625,3.485178,White,
5,16,full,1.000000,15.828125,3.485178,15.828125,3.485178,Black,
5,17,full,1.000000,16.890625,3.485178,16.890625,3.485178,Black,
5,18,full,1.000000,17.953125,3.485178,17.953125,3.485178,Black,
5,19,full,1.000000,19.015625,3.485178,19.015625,3.485178,Black,
5,20,full,1.000000,20.078125,3.485178,20.078125,3.485178,Black,
5,21,full,1.000000,21.140625,3.485178,21.140625,3.485178,Black,
5,22,full,1.000000,22.203125,3.485178,22.203125,3.485178,Black,
5,23,full,1.000000,23.265625,3.485178,23.265625,3.485178,Black,
5,24,full,1.000000,24.328125,3.485178,24.328125,3.485178,White,
5,25,full,1.000000,25.390625,3.485178,25.390625,3.485178,White,
5,26,full,1.000000,26.453125,3.485178,26.453125,3.485178,White,
5,27,full,1.000000,27.515625,3.485178,27.515625,3.485178,White,
5,28,full,1.000000,28.578125,3.485178,28.578125,3.485178,White,
5,29,full,1.000000,29.640625,3.485178,29.640625,3.485178,Black,
5,30,full,1.000000,30.703125,3.485178,30.703125,3.485178,Black,
5,31,full,1.000000,31.765625,3.485178,31.765625,3.485178,Black,
5,32,full,1.000000,32.828125,3.485178,32.828125,3.485178,Black,
5,33,full,1.000000,33.890625,3.485178,33.890625,3.485178,Black,
5,34,full,1.000000,34.953125,3.485178,34.953125,3.485178,Black,
5,35,full,1.000000,36.015625,3.485178,36.015625,3.485178,Black,
5,36,full,1.000000,37.078125,3.485178,37.078125,3.485178,White,
5,37,full,1.000000,38.140625,3.485178,38.140625,3.485178,White,
5,38,full,1.000000,39.203125,3.485178,39.203125,3.485178,White,
5,39,full,1.000000,40.265625,3.485178,40.265625,3.485178,White,
5,40,full,1.000000,41.328125,3.485178,41.328125,3.485178,White,
5,41,full,1.000000,42.390625,3.485178,42.390625,3.485178,White,
5,42,full,1.000000,43.453125,3.485178,43.453125,3.485178,White,
5,43,full,1.000000,44.515625,3.485178,44.515625,3.485178,White,
5,44,edge_cut,0.943848,45.578125,3.485178,45.550759,3.485178,White,
6,1,edge_cut,0.943848,0.421875,4.405330,0.449241,4.405330,White,
6,2,full,1.000000,1.484375,4.405330,1.484375,4.405330,White,
6,3,full,1.000000,2.546875,4.405330,2.546875,4.405330,White,
6,4,full,1.000000,3.609375,4.405330,3.609375,4.405330,White,
6,5,full,1.000000,4.671875,4.405330,4.671875,4.405330,White,
6,6,full,1.000000,5.734375,4.405330,5.734375,4.405330,White,
6,7,full,1.000000,6.796875,4.405330,6.796875,4.405330,White,
6,8,full,1.000000,7.859375,4.405330,7.859375,4.405330,White,
6,9,full,1.000000,8.921875,4.405330,8.921875,4.405330,White,
6,10,full,1.000000,9.984375,4.405330,9.984375,4.405330,Black,
6,11,full,1.000000,11.046875,4.405330,11.046875,4.405330,Black,
6,12,full,1.000000,12.109375,4.405330,12.109375,4.405330,White,
6,13,full,1.000000,13.171875,4.405330,13.171875,4.405330,White,
6,14,full,1.000000,14.234375,4.405330,14.234375,4.405330,White,
6,15,full,1.000000,15.296875,4.405330,15.296875,4.405330,White,
6,16,full,1.000000,16.359375,4.405330,16.359375,4.405330,Black,
6,17,full,1.000000,17.421875,4.405330,17.421875,4.405330,Black,
6,18,full,1.000000,18.484375,4.405330,18.484375,4.405330,Black,
6,19,full,1.000000,19.546875,4.405330,19.546875,4.405330,Black,
6,20,full,1.000000,20.609375,4.405330,20.609375,4.405330,Black,
6,21,full,1.000000,21.671875,4.405330,21.671875,4.405330,Black,
6,22,full,1.000000,22.734375,4.405330,22.734375,4.405330,Black,
6,23,full,1.000000,23.796875,4.405330,23.796875,4.405330,Black,
6,24,full,1.000000,24.859375,4.405330,24.859375,4.405330,Black,
6,25,full,1.000000,25.921875,4.405330,25.921875,4.405330,White,
6,26,full,1.000000,26.984375,4.405330,26.984375,4.405330,White,
6,27,full,1.000000,28.046875,4.405330,28.046875,4.405330,White,
6,28,full,1.000000,29.109375,4.405330,29.109375,4.405330,Black,
6,29,full,1.000000,30.171875,4.405330,30.171875,4.405330,Black,
6,30,full,1.000000,31.234375,4.405330,31.234375,4.405330,Black,
6,31,full,1.000000,32.296875,4.405330,32.296875,4.405330,Black,
6,32,full,1.000000,33.359375,4.405330,33.359375,4.405330,Black,
6,33,full,1.000000,34.421875,4.405330,34.421875,4.405330,Black,
6,34,full,1.000000,35.484375,4.405330,35.484375,4.405330,Black,
6,35,full,1.000000,36.546875,4.405330,36.546875,4.405330,Black,
6,36,full,1.000000,37.609375,4.405330,37.609375,4.405330,White,
6,37,full,1.000000,38.671875,4.405330,38.671875,4.405330,White,
6,38,full,1.000000,39.734375,4.405330,39.734375,4.405330,White,
6,39,full,1.000000,40.796875,4.405330,40.796875,4.405330,White,
6,40,full,1.000000,41.859375,4.405330,41.859375,4.405330,White,
6,41,full,1.000000,42.921875,4.405330,42.921875,4.405330,White,
6,42,full,1.000000,43.984375,4.405330,43.984375,4.405330,White,
6,43,full,1.000000,45.046875,4.405330,45.046875,4.405330,White,
6,44,edge_cut,0.362142,46.109375,4.405330,45.822975,4.405330,White,
7,1,edge_cut,0.362142,-0.109375,5.325482,0.177025,5.325482,White,
7,2,full,1.000000,0.953125,5.325482,0.953125,5.325482,White,
7,3,full,1.000000,2.015625,5.325482,2.015625,5.325482,White,
7,4,full,1.000000,3.078125,5.325482,3.078125,5.325482,White,
7,5,full,1.000000,4.140625,5.325482,4.140625,5.325482,White,
7,6,full,1.000000,5.203125,5.325482,5.203125,5.325482,White,
7,7,full,1.000000,6.265625,5.325482,6.265625,5.325482,White,
7,8,full,1.000000,7.328125,5.325482,7.328125,5.325482,White,
